,dominant_topic,month
75388,4,2022-02
75389,10,2020-11
75390,9,2021-05
75391,6,2021-04
75392,7,2021-11
75393,5,2021-05
75394,9,2021-01
75395,10,2021-12
75396,10,2021-05
75397,8,2021-10
75398,1,2021-02
75399,7,2022-06
75400,2,2020-08
75401,10,2021-08
75402,5,2021-07
75403,6,2022-08
75404,3,2021-03
75405,6,2022-12
75406,3,2021-07
75407,11,2021-06
75408,9,2021-07
75409,7,2021-01
75410,4,2021-07
75411,8,2022-11
75412,3,2021-07
75413,6,2020-11
75414,6,2021-07
75415,11,2021-04
75416,7,2022-02
75417,7,2021-12
75418,7,2021-02
75419,3,2022-01
75420,2,2022-03
75421,0,2021-04
75422,1,2022-01
75423,10,2021-01
75424,3,2021-07
75425,4,2021-03
75426,4,2021-06
75427,11,2020-02
75428,0,2021-04
75429,9,2021-04
75430,5,2022-05
75431,7,2021-07
75432,3,2021-02
75433,6,2021-03
75434,10,2021-04
75435,3,2021-04
75436,0,2021-04
75437,6,2020-11
75438,6,2021-12
75439,11,2022-01
75440,4,2021-05
75441,7,2021-08
75442,7,2021-04
75443,7,2021-02
75444,0,2021-09
75445,6,2020-12
75446,3,2022-10
75447,8,2021-03
75448,2,2021-01
75449,4,2020-08
75450,0,2021-04
75451,3,2021-05
75452,2,2020-12
75453,5,2022-11
75454,6,2021-02
75455,4,2021-05
75456,2,2021-08
75457,10,2021-01
75458,0,2021-10
75459,10,2022-10
75460,3,2022-01
75461,2,2021-06
75462,9,2021-01
75463,1,2022-07
75464,6,2021-07
75465,3,2022-03
75466,8,2021-02
75467,6,2021-01
75468,9,2022-04
75469,4,2021-10
75470,6,2021-04
75471,11,2021-02
75472,1,2021-05
75473,5,2021-10
75474,9,2022-10
75475,9,2021-07
75476,0,2021-01
75477,8,2021-12
75478,7,2021-01
75480,6,2021-03
75481,4,2021-02
75482,8,2021-03
75484,4,2021-07
75485,1,2021-12
75486,8,2021-03
75487,2,2021-08
75488,6,2022-08
75489,11,2021-06
75490,0,2021-01
75491,10,2021-01
75492,9,2021-07
75493,5,2021-01
75494,9,2021-11
75495,11,2020-12
75496,6,2021-07
75497,6,2021-11
75498,2,2021-01
75499,7,2021-10
75500,6,2021-08
75501,7,2021-08
75502,2,2021-02
75503,1,2022-07
75504,10,2020-07
75506,3,2021-05
75507,6,2021-12
75508,1,2021-01
75509,3,2021-10
75511,6,2022-04
75512,2,2022-03
75513,1,2021-03
75514,1,2020-12
75515,2,2021-01
75516,10,2021-11
75517,0,2021-02
75518,9,2020-10
75519,2,2021-07
75520,0,2021-08
75521,4,2020-11
75522,10,2021-03
75523,11,2021-07
75525,2,2021-03
75526,6,2021-02
75527,7,2021-05
75528,10,2021-03
75529,3,2021-06
75530,0,2021-01
75531,9,2021-04
75532,10,2020-09
75533,8,2021-01
75534,4,2022-04
75535,8,2021-01
75536,2,2021-07
75537,1,2021-02
75538,0,2021-04
75539,8,2022-03
75540,3,2021-08
75541,8,2021-06
75542,7,2021-12
75543,0,2021-04
75544,3,2021-06
75545,7,2021-10
75546,11,2021-01
75547,5,2021-03
75548,3,2022-01
75550,9,2020-08
75551,0,2021-03
75552,1,2021-02
75553,3,2020-11
75554,11,2021-01
75555,7,2021-02
75556,6,2021-03
75557,0,2021-12
75558,1,2022-01
75559,3,2021-10
75560,3,2021-07
75561,6,2021-10
75562,9,2021-01
75563,10,2021-07
75564,3,2021-07
75565,4,2021-04
75566,4,2020-12
75567,6,2021-10
75568,10,2021-01
75569,1,2021-03
75570,1,2021-01
75571,3,2021-07
75572,7,2021-03
75573,11,2021-04
75574,4,2021-04
75575,0,2021-05
75576,9,2021-06
75577,0,2021-02
75578,6,2021-03
75579,3,2021-08
75580,2,2020-03
75581,8,2022-08
75582,3,2021-01
75583,1,2021-10
75584,0,2021-01
75585,5,2021-10
75586,0,2021-01
75587,2,2021-01
75588,4,2020-12
75589,7,2021-02
75590,10,2021-01
75591,2,2021-11
75592,0,2021-01
75593,8,2021-11
75594,11,2021-02
75595,8,2021-07
75596,6,2022-09
75597,4,2021-11
75599,9,2021-11
75600,5,2022-01
75601,11,2021-02
75602,4,2021-01
75603,0,2021-10
75604,3,2021-02
75605,8,2022-01
75606,0,2021-04
75607,7,2021-07
75608,4,2021-02
75609,11,2021-02
75610,6,2021-12
75611,0,2021-12
75612,7,2021-01
75613,0,2021-02
75614,0,2021-02
75615,4,2020-09
75616,5,2022-04
75617,9,2021-06
75618,7,2021-10
75619,10,2021-12
75620,10,2021-10
75621,2,2021-01
75622,8,2021-09
75623,6,2021-10
75624,11,2021-01
75625,6,2021-10
75626,5,2021-01
75627,6,2021-08
75628,6,2021-01
75629,8,2021-05
75630,10,2021-01
75631,3,2021-01
75632,11,2021-09
75634,4,2021-05
75635,7,2021-10
75636,11,2021-07
75637,9,2021-05
75638,4,2021-05
75641,0,2021-01
75642,4,2020-09
75643,3,2021-01
75644,2,2022-11
75645,3,2021-02
75646,10,2021-02
75647,9,2021-10
75648,0,2021-02
75649,6,2021-08
75650,6,2021-03
75651,6,2021-07
75652,7,2021-06
75653,11,2021-07
75654,8,2021-08
75655,5,2021-08
75656,1,2022-04
75657,6,2021-01
75658,0,2021-11
75659,2,2021-05
75660,0,2021-01
75661,11,2021-01
75662,0,2021-03
75663,11,2021-07
75664,5,2021-10
75665,6,2021-03
75666,10,2021-02
75667,4,2021-01
75668,4,2021-10
75670,0,2021-10
75671,10,2021-02
75672,6,2021-02
75673,9,2021-04
75674,0,2021-05
75675,8,2021-12
75676,11,2021-12
75677,5,2022-02
75678,7,2021-05
75679,11,2021-10
75680,1,2021-10
75681,4,2021-03
75682,0,2021-04
75683,11,2021-07
75684,7,2021-04
75685,2,2021-11
75686,3,2020-12
75687,4,2021-08
75689,7,2022-02
75690,6,2021-04
75691,2,2021-05
75692,6,2020-12
75693,3,2021-12
75694,0,2021-03
75695,2,2022-01
75696,9,2022-03
75697,9,2021-05
75698,8,2021-08
75699,4,2021-03
75700,11,2021-08
75701,10,2021-10
75702,8,2021-02
75703,4,2021-07
75704,9,2022-04
75705,4,2022-07
75706,0,2021-01
75707,10,2020-12
75708,0,2021-01
75709,10,2020-12
75710,11,2021-01
75711,3,2021-01
75713,0,2021-09
75714,3,2021-11
75715,1,2021-01
75716,2,2021-03
75717,10,2021-11
75718,2,2021-08
75719,3,2022-04
75720,0,2021-02
75721,7,2021-04
75722,8,2021-03
75723,2,2021-11
75724,3,2020-08
75725,4,2021-11
75726,10,2021-03
75728,1,2021-03
75729,10,2020-08
75730,6,2021-04
75731,10,2020-10
75732,3,2021-10
75733,2,2021-07
75734,3,2021-01
75735,6,2021-07
75736,6,2021-03
75737,7,2022-04
75738,7,2021-12
75739,2,2021-07
75740,3,2021-02
75741,6,2021-02
75742,4,2020-09
75743,2,2021-01
75744,10,2021-02
75745,11,2021-02
75746,5,2021-10
75747,0,2021-02
75748,8,2021-06
75749,1,2021-12
75750,11,2022-05
75751,10,2021-01
75752,9,2021-10
75753,6,2021-05
75754,9,2021-05
75755,8,2021-06
75756,11,2021-02
75757,3,2021-02
75758,6,2021-08
75759,0,2021-04
75760,4,2020-10
75761,2,2021-02
75762,2,2021-12
75763,10,2020-12
75764,4,2021-02
75765,0,2021-06
75766,7,2021-06
75767,0,2021-08
75768,0,2021-05
75769,11,2021-05
75770,11,2021-07
75771,3,2020-12
75772,6,2021-07
75773,10,2021-02
75774,7,2021-07
75775,9,2021-08
75776,7,2021-01
75777,8,2022-04
75778,1,2021-12
75779,8,2021-07
75780,6,2021-05
75781,3,2020-12
75782,7,2021-01
75783,3,2021-12
75784,11,2021-06
75785,2,2021-07
75786,6,2021-01
75787,2,2021-01
75788,2,2021-05
75789,2,2022-09
75791,11,2021-02
75792,3,2021-10
75793,3,2021-07
75794,7,2021-06
75795,3,2021-08
75797,1,2021-02
75798,0,2021-05
75799,7,2021-06
75800,4,2021-11
75801,4,2021-01
75802,0,2021-10
75803,1,2021-08
75804,6,2021-08
75805,10,2021-02
75806,2,2022-12
75807,2,2020-10
75808,10,2021-05
75809,0,2021-02
75811,6,2021-07
75812,2,2021-07
75813,1,2021-02
75814,10,2021-02
75815,1,2021-03
75816,1,2021-05
75817,11,2021-03
75818,6,2021-05
75819,4,2021-03
75820,10,2021-01
75821,3,2022-12
75822,10,2021-12
75823,11,2021-08
75824,11,2021-01
75825,4,2021-07
75826,4,2021-10
75827,2,2021-03
75828,4,2022-04
75829,5,2022-03
75830,9,2021-11
75831,0,2021-04
75832,3,2021-07
75833,8,2020-08
75834,11,2021-05
75835,8,2021-01
75836,1,2021-04
75837,7,2021-03
75838,4,2021-04
75839,6,2022-05
75840,10,2021-11
75841,0,2021-12
75842,0,2021-03
75843,3,2021-12
75844,7,2022-01
75845,4,2022-09
75846,1,2022-01
75847,7,2021-04
75848,7,2021-03
75849,2,2021-07
75850,4,2021-01
75851,2,2021-08
75852,3,2021-04
75853,0,2021-06
75854,0,2021-01
75855,4,2022-03
75856,11,2021-12
75857,6,2021-02
75858,10,2021-01
75859,10,2021-02
75860,6,2021-10
75861,7,2021-11
75862,6,2022-01
75864,0,2020-08
75865,11,2021-04
75866,4,2021-05
75867,10,2021-01
75868,5,2022-08
75869,1,2021-11
75870,6,2021-02
75871,10,2020-11
75872,2,2021-03
75873,6,2021-11
75874,8,2021-11
75875,8,2021-03
75876,2,2021-02
75877,2,2020-08
75878,1,2021-07
75879,6,2021-04
75880,0,2021-02
75881,3,2021-01
75882,5,2022-12
75883,8,2021-06
75884,3,2020-11
75885,6,2021-05
75886,5,2022-09
75887,3,2021-11
75888,8,2021-10
75889,0,2021-02
75890,2,2021-01
75891,0,2021-05
75892,6,2021-08
75893,1,2021-08
75894,2,2021-05
75895,10,2021-11
75896,11,2021-05
75897,4,2022-03
75898,0,2021-05
75899,0,2021-11
75900,6,2021-10
75901,1,2021-01
75902,2,2021-07
75903,3,2022-11
75904,7,2021-01
75905,2,2021-07
75906,1,2021-09
75907,7,2021-04
75908,10,2021-02
75909,10,2021-02
75910,7,2021-11
75911,1,2021-08
75912,2,2021-02
75913,4,2021-01
75914,11,2021-10
75915,0,2021-12
75916,2,2021-07
75917,3,2021-05
75918,0,2021-01
75919,10,2022-01
75920,0,2021-03
75921,7,2020-09
75922,3,2020-12
75923,9,2022-12
75924,8,2021-12
75925,10,2021-01
75926,5,2022-01
75927,9,2021-01
75928,10,2021-02
75929,2,2021-01
75930,6,2021-05
75931,6,2021-05
75932,3,2021-02
75933,0,2021-03
75934,0,2021-08
75935,0,2021-12
75936,0,2021-08
75937,6,2021-02
75938,1,2021-10
75939,0,2021-01
75940,11,2021-01
75941,6,2021-02
75942,11,2021-07
75943,3,2021-04
75944,0,2021-03
75945,4,2022-11
75946,3,2021-03
75947,3,2021-02
75948,3,2021-07
75949,4,2022-01
75950,7,2021-02
75951,2,2021-02
75952,0,2021-11
75953,5,2022-03
75954,9,2021-08
75955,8,2021-01
75956,11,2020-11
75957,7,2021-02
75958,0,2021-11
75959,10,2021-02
75960,4,2022-01
75961,0,2021-01
75962,7,2021-07
75963,7,2021-03
75964,11,2021-06
75965,4,2021-07
75966,10,2020-12
75967,9,2021-04
75968,10,2021-07
75969,6,2021-02
75970,1,2021-07
75971,3,2021-11
75972,8,2021-01
75973,1,2021-11
75974,4,2021-01
75975,7,2021-02
75976,8,2021-07
75977,6,2020-08
75978,2,2021-05
75979,2,2021-08
75980,5,2021-08
75981,10,2021-01
75982,6,2021-02
75983,0,2022-10
75984,1,2021-01
75985,4,2021-02
75986,3,2021-02
75987,3,2021-03
75988,0,2020-10
75989,8,2021-03
75990,3,2021-10
75991,6,2020-11
75992,6,2022-01
75993,6,2021-09
75994,6,2021-01
75995,2,2022-07
75996,8,2021-11
75997,3,2021-08
75998,3,2021-06
75999,1,2021-01
76000,9,2021-07
76001,8,2021-02
76002,11,2020-09
76003,3,2021-08
76004,11,2021-10
76005,3,2021-01
76006,7,2021-04
76007,6,2021-04
76008,10,2021-01
76009,7,2021-02
76010,8,2022-08
76011,4,2021-10
76012,3,2021-01
76013,4,2022-06
76014,11,2021-10
76015,2,2021-08
76016,6,2021-08
76017,7,2021-06
76018,0,2021-01
76019,7,2021-12
76020,4,2021-01
76021,7,2021-11
76022,1,2021-08
76023,7,2021-01
76024,3,2022-01
76025,10,2021-12
76026,9,2021-06
76027,2,2021-02
76028,1,2020-12
76029,9,2021-02
76030,3,2022-01
76031,4,2022-05
76032,7,2021-03
76033,0,2021-02
76034,7,2021-02
76035,10,2021-04
76036,3,2021-09
76037,5,2022-08
76039,3,2022-07
76040,4,2021-08
76041,6,2021-05
76042,4,2021-08
76043,4,2021-01
76044,0,2021-10
76045,2,2021-01
76047,4,2020-11
76048,10,2020-11
76049,0,2021-03
76050,3,2021-12
76051,3,2021-08
76052,0,2021-04
76053,4,2021-01
76054,10,2021-03
76055,7,2021-12
76056,6,2021-11
76057,0,2021-09
76058,0,2021-12
76059,11,2021-01
76060,10,2022-01
76061,9,2021-04
76063,11,2021-12
76064,7,2021-05
76065,11,2021-07
76066,2,2020-12
76067,4,2020-01
76068,11,2021-01
76069,4,2021-03
76070,7,2021-07
76071,4,2021-05
76072,4,2021-08
76073,6,2021-09
76074,9,2021-04
76075,10,2020-11
76076,9,2021-10
76077,2,2021-07
76078,0,2021-07
76079,3,2020-12
76080,7,2021-05
76082,9,2021-01
76083,11,2021-05
76084,7,2021-07
76085,6,2021-01
76086,11,2021-04
76087,9,2021-12
76088,0,2021-12
76089,8,2021-04
76090,5,2021-08
76091,0,2021-04
76092,0,2020-11
76093,11,2021-01
76094,10,2022-02
76095,8,2021-12
76096,6,2021-09
76097,2,2021-01
76098,6,2021-07
76099,10,2020-11
76100,11,2021-01
76101,9,2022-05
76102,10,2021-01
76103,0,2021-02
76104,5,2021-12
76105,4,2020-11
76106,6,2020-08
76107,9,2021-02
76108,6,2021-06
76109,8,2021-01
76110,7,2021-05
76111,1,2022-01
76112,10,2022-01
76113,6,2021-02
76114,0,2021-11
76115,9,2021-12
76116,10,2021-10
76117,8,2021-01
76118,0,2021-03
76119,4,2020-10
76120,2,2021-02
76121,0,2021-02
76122,3,2021-12
76123,7,2021-07
76124,8,2021-05
76125,11,2021-01
76126,6,2021-09
76127,4,2021-08
76128,9,2021-07
76129,5,2021-09
76130,4,2021-12
76131,5,2022-02
76133,11,2022-02
76134,3,2021-09
76135,4,2022-01
76136,3,2021-07
76137,0,2021-03
76138,8,2022-01
76139,3,2021-02
76140,1,2021-04
76141,10,2020-12
76142,4,2021-01
76143,7,2022-03
76144,11,2021-01
76145,9,2022-10
76146,0,2021-04
76147,7,2022-07
76148,1,2021-11
76149,11,2021-01
76150,10,2021-12
76151,4,2022-02
76153,11,2022-01
76154,4,2021-01
76155,3,2021-03
76156,11,2021-10
76157,2,2021-01
76158,11,2021-01
76159,6,2021-12
76160,5,2021-03
76161,9,2021-08
76162,0,2022-02
76163,11,2021-08
76164,9,2021-12
76165,7,2021-09
76166,0,2021-01
76167,4,2021-12
76168,6,2021-01
76169,0,2022-09
76170,7,2021-09
76171,4,2021-07
76172,7,2021-07
76173,1,2021-10
76174,8,2022-03
76175,8,2021-01
76176,5,2021-10
76177,8,2022-01
76178,7,2021-07
76179,4,2022-08
76180,6,2021-03
76181,11,2021-01
76182,6,2021-03
76183,9,2021-03
76185,6,2021-02
76186,2,2021-01
76187,7,2021-07
76188,6,2021-11
76189,1,2021-09
76190,0,2021-07
76191,1,2021-10
76192,4,2020-10
76193,6,2021-06
76194,2,2020-08
76195,5,2021-07
76196,11,2021-07
76197,7,2021-10
76198,11,2022-06
76199,0,2021-03
76200,7,2021-07
76201,4,2021-01
76202,3,2021-04
76203,0,2021-04
76204,3,2021-02
76205,0,2021-02
76206,2,2021-04
76207,7,2021-01
76208,1,2021-10
76209,6,2020-12
76210,11,2021-01
76211,0,2021-10
76212,10,2021-12
76214,10,2021-01
76215,3,2021-08
76216,6,2021-01
76217,4,2020-11
76218,0,2021-01
76219,0,2021-09
76220,8,2021-12
76221,11,2021-01
76222,6,2022-07
76223,3,2022-11
76224,1,2021-03
76225,2,2021-09
76226,7,2021-06
76227,11,2021-10
76228,1,2021-04
76229,3,2021-01
76230,6,2021-05
76231,3,2021-02
76232,8,2021-10
76233,0,2021-12
76234,4,2020-12
76235,11,2021-01
76236,9,2022-08
76237,5,2022-12
76238,8,2021-10
76239,0,2021-01
76240,9,2021-01
76241,5,2021-06
76242,6,2021-07
76243,0,2020-12
76244,5,2021-10
76245,1,2021-03
76246,6,2021-11
76247,1,2021-01
76248,6,2021-07
76249,3,2021-01
76250,5,2021-03
76251,7,2021-02
76252,0,2021-01
76253,0,2022-05
76254,0,2020-12
76255,10,2021-04
76256,8,2021-10
76257,0,2021-04
76258,6,2021-11
76259,6,2021-01
76260,2,2021-01
76261,4,2022-09
76262,7,2021-12
76263,10,2021-02
76264,3,2021-09
76265,0,2021-08
76266,0,2021-08
76267,11,2021-07
76268,4,2022-01
76270,7,2021-06
76271,4,2022-07
76273,0,2021-10
76274,8,2021-07
76275,5,2022-01
76276,10,2021-11
76277,0,2021-02
76278,0,2021-04
76279,10,2021-03
76280,11,2021-08
76281,7,2021-01
76282,3,2021-02
76283,0,2021-01
76284,11,2021-04
76285,2,2021-11
76286,5,2022-03
76287,2,2021-01
76288,3,2020-11
76289,7,2021-10
76290,7,2022-02
76291,6,2020-12
76292,4,2022-05
76293,7,2021-11
76294,0,2021-03
76295,6,2021-09
76296,6,2021-04
76297,0,2021-01
76298,3,2021-08
76299,11,2021-06
76300,7,2021-06
76301,1,2020-12
76302,0,2021-04
76303,8,2021-07
76304,6,2021-11
76306,2,2021-11
76307,10,2021-02
76308,2,2022-03
76309,1,2021-10
76310,0,2022-01
76311,5,2022-03
76312,6,2020-12
76313,3,2021-04
76314,2,2021-01
76315,0,2021-01
76316,10,2021-09
76317,3,2021-07
76318,4,2021-08
76319,4,2021-10
76320,3,2021-07
76321,2,2021-08
76322,4,2021-09
76323,7,2021-11
76324,6,2021-05
76325,7,2021-07
76326,0,2020-10
76327,3,2021-12
76328,2,2021-11
76329,2,2021-03
76330,0,2021-07
76331,8,2021-05
76332,4,2020-12
76333,4,2020-08
76334,0,2021-11
76335,8,2021-02
76336,2,2021-03
76337,2,2021-01
76338,6,2021-02
76339,11,2020-12
76340,7,2021-07
76341,11,2021-01
76342,1,2021-10
76343,4,2021-05
76344,8,2021-08
76345,10,2020-11
76346,11,2021-07
76347,6,2021-01
76348,2,2021-07
76349,9,2020-08
76350,2,2021-01
76351,11,2022-03
76352,4,2021-03
76353,2,2021-10
76354,5,2022-01
76355,3,2021-01
76356,7,2021-12
76357,2,2022-03
76358,2,2021-06
76359,10,2021-03
76360,5,2021-08
76361,6,2021-10
76362,6,2020-12
76363,5,2022-04
76364,11,2021-06
76365,6,2021-10
76366,2,2021-08
76367,11,2022-01
76368,11,2021-02
76369,5,2022-04
76370,2,2020-11
76371,7,2021-11
76372,7,2021-06
76373,5,2021-03
76374,9,2022-03
76375,9,2021-12
76376,5,2021-08
76377,2,2021-05
76378,3,2021-10
76379,3,2021-08
76380,6,2021-03
76381,3,2021-12
76382,1,2020-12
76383,6,2021-04
76384,2,2021-01
76385,3,2021-07
76386,3,2022-10
76387,3,2021-12
76388,1,2020-12
76389,3,2021-10
76390,9,2020-11
76391,0,2021-04
76392,0,2021-01
76394,11,2021-12
76395,5,2021-02
76396,11,2021-12
76397,2,2021-03
76398,9,2021-07
76399,6,2021-12
76400,3,2021-01
76401,0,2021-04
76402,8,2022-06
76403,7,2021-08
76404,2,2020-08
76405,3,2021-12
76406,3,2021-09
76407,0,2021-11
76409,10,2021-05
76410,9,2020-11
76412,0,2021-03
76413,9,2021-06
76414,5,2022-02
76415,7,2021-05
76416,5,2022-10
76417,0,2021-01
76418,1,2021-10
76419,11,2022-12
76420,6,2021-03
76421,8,2021-04
76422,10,2021-05
76423,1,2021-03
76424,3,2021-11
76425,4,2022-08
76426,0,2021-07
76428,0,2021-08
76429,4,2022-04
76430,6,2021-03
76431,2,2021-02
76432,6,2021-07
76433,2,2021-12
76434,6,2021-10
76435,0,2021-10
76436,11,2021-11
76437,0,2021-08
76439,10,2020-11
76440,3,2022-11
76441,9,2020-12
76442,9,2021-01
76443,9,2021-07
76444,2,2022-01
76445,4,2021-09
76446,7,2021-05
76447,11,2021-09
76448,0,2021-01
76449,3,2020-11
76450,0,2021-06
76451,11,2021-06
76452,7,2021-12
76453,10,2021-12
76454,6,2021-03
76455,0,2021-01
76456,0,2020-11
76458,7,2021-03
76459,10,2021-01
76460,11,2021-07
76461,10,2021-05
76462,3,2022-07
76463,1,2022-12
76464,3,2021-05
76465,3,2021-12
76466,0,2022-04
76467,9,2021-02
76468,0,2021-02
76469,2,2021-04
76470,6,2021-10
76471,5,2021-06
76472,1,2021-05
76473,3,2021-11
76474,6,2020-11
76475,3,2021-07
76476,7,2021-06
76477,0,2021-11
76478,0,2021-03
76479,7,2021-06
76480,9,2021-04
76481,2,2021-10
76482,11,2021-09
76483,0,2021-02
76484,3,2021-05
76485,3,2021-05
76486,11,2021-11
76488,3,2021-10
76489,3,2021-10
76490,3,2021-06
76491,11,2021-08
76492,6,2021-05
76493,8,2021-01
76494,10,2021-11
76496,8,2021-05
76497,10,2021-05
76498,2,2021-08
76499,10,2021-07
76500,3,2021-11
76501,0,2022-05
76502,10,2021-02
76503,0,2021-02
76504,0,2021-01
76505,0,2021-07
76506,2,2021-03
76507,8,2021-12
76508,6,2021-07
76509,9,2020-11
76510,1,2021-02
76511,5,2021-06
76512,0,2021-02
76513,4,2021-04
76514,2,2021-07
76515,6,2020-12
76516,9,2021-01
76517,7,2021-11
76518,8,2021-07
76519,2,2021-05
76520,6,2021-03
76521,8,2022-02
76523,7,2021-03
76524,8,2021-02
76525,9,2020-12
76526,6,2021-12
76527,9,2021-06
76528,4,2020-09
76529,4,2021-08
76530,8,2022-01
76531,3,2021-02
76532,0,2021-01
76533,9,2021-01
76534,0,2021-05
76535,0,2021-02
76536,3,2021-05
76537,2,2021-01
76538,8,2022-07
76539,2,2021-01
76540,6,2021-03
76541,0,2020-12
76542,6,2021-01
76545,11,2021-01
76546,3,2022-11
76547,7,2021-10
76548,5,2021-01
76550,3,2021-07
76551,7,2021-01
76552,7,2021-12
76553,8,2021-07
76554,7,2021-07
76555,0,2021-03
76556,3,2021-07
76557,1,2021-03
76558,3,2022-07
76559,3,2021-06
76560,1,2021-09
76561,3,2021-05
76562,10,2020-12
76563,3,2021-07
76564,3,2021-09
76565,10,2021-12
76566,2,2021-01
76567,6,2021-02
76568,3,2021-11
76569,7,2021-07
76570,2,2022-10
76572,2,2020-08
76573,0,2021-12
76574,4,2021-11
76575,7,2021-07
76576,3,2021-03
76577,11,2021-07
76578,3,2022-01
76579,0,2021-11
76580,2,2022-03
76581,5,2022-04
76582,7,2021-07
76583,3,2022-05
76584,2,2021-03
76585,4,2021-08
76586,7,2021-07
76587,11,2022-12
76588,0,2021-06
76589,2,2020-08
76590,6,2021-08
76591,6,2020-11
76592,1,2021-04
76593,2,2021-07
76594,0,2021-12
76595,11,2021-12
76597,4,2021-08
76598,11,2021-03
76599,8,2021-01
76600,6,2021-03
76601,8,2021-09
76602,4,2021-03
76603,9,2020-09
76604,2,2021-06
76605,2,2021-01
76606,9,2021-01
76607,7,2022-05
76608,0,2021-03
76609,3,2021-11
76610,0,2021-11
76611,2,2020-12
76612,5,2022-03
76613,2,2021-04
76614,10,2021-02
76615,0,2022-03
76616,11,2021-06
76617,0,2021-01
76618,8,2021-10
76619,10,2021-07
76620,1,2021-04
76621,4,2021-05
76622,8,2022-03
76623,4,2020-09
76624,1,2021-08
76625,8,2021-07
76626,10,2022-07
76627,5,2021-08
76628,11,2020-11
76629,2,2021-01
76630,0,2021-03
76631,6,2021-01
76632,0,2020-08
76633,4,2021-01
76634,11,2021-11
76635,1,2021-10
76636,2,2020-12
76637,6,2021-02
76638,1,2021-05
76639,7,2022-07
76640,3,2021-06
76641,2,2021-01
76642,4,2021-07
76643,1,2021-01
76644,6,2021-08
76645,5,2022-04
76646,4,2021-11
76647,8,2021-11
76648,3,2020-09
76649,1,2021-02
76650,4,2021-08
76652,4,2021-03
76653,2,2021-02
76654,2,2022-03
76655,8,2021-12
76656,0,2021-01
76657,3,2021-09
76658,0,2021-02
76659,9,2021-01
76660,4,2021-07
76661,7,2021-06
76662,8,2021-11
76663,7,2022-07
76664,4,2021-01
76665,11,2021-08
76667,10,2021-07
76668,2,2021-10
76669,9,2021-06
76670,5,2022-06
76671,1,2021-02
76672,0,2021-09
76673,1,2022-06
76674,3,2021-07
76675,0,2021-01
76676,7,2021-04
76677,8,2021-09
76678,7,2021-10
76679,0,2021-01
76680,9,2021-01
76681,1,2021-08
76682,4,2021-02
76683,8,2021-01
76684,8,2020-08
76685,1,2021-01
76686,2,2021-01
76687,11,2021-09
76688,7,2021-10
76689,6,2022-11
76690,0,2021-12
76691,0,2021-12
76692,6,2022-02
76693,3,2020-12
76694,3,2021-10
76695,9,2021-03
76696,6,2021-04
76697,0,2021-04
76698,11,2022-01
76699,7,2021-11
76700,6,2021-06
76701,1,2021-08
76702,3,2021-06
76703,3,2021-12
76704,3,2020-07
76705,0,2021-08
76706,5,2022-04
76707,5,2022-06
76708,0,2021-12
76709,3,2021-01
76710,0,2021-06
76711,8,2021-03
76712,1,2021-04
76713,9,2020-11
76714,0,2021-06
76715,11,2021-01
76716,1,2021-07
76717,7,2021-06
76718,8,2021-10
76719,11,2021-03
76720,3,2021-09
76721,4,2021-07
76722,0,2021-09
76723,1,2020-12
76724,4,2021-09
76725,7,2021-04
76726,8,2021-01
76727,7,2021-07
76728,10,2021-05
76729,1,2021-01
76730,4,2021-01
76731,7,2021-01
76732,11,2021-01
76733,0,2021-03
76734,9,2021-12
76735,3,2020-09
76736,2,2021-03
76737,4,2021-03
76738,10,2021-01
76739,4,2021-05
76740,4,2020-11
76741,8,2021-04
76742,1,2021-02
76743,0,2021-12
76744,0,2021-02
76745,11,2021-08
76746,6,2021-12
76747,11,2021-10
76748,3,2022-09
76749,1,2021-12
76750,10,2020-11
76751,3,2021-05
76752,3,2021-01
76753,4,2022-02
76754,7,2021-05
76755,3,2021-02
76756,2,2021-09
76757,3,2021-01
76758,4,2021-08
76759,10,2021-01
76760,2,2021-10
76761,6,2022-01
76762,3,2021-06
76763,3,2021-10
76764,6,2021-01
76765,9,2021-08
76766,9,2021-08
76767,9,2021-06
76768,2,2021-08
76770,7,2021-01
76771,7,2022-01
76772,0,2021-11
76773,2,2021-01
76774,4,2021-10
76775,5,2021-02
76776,0,2021-01
76777,3,2021-12
76778,0,2021-02
76779,4,2020-09
76780,2,2021-01
76781,2,2021-08
76782,7,2021-08
76783,2,2022-11
76784,7,2021-04
76785,9,2021-04
76786,0,2021-03
76787,6,2021-12
76788,8,2022-11
76789,1,2021-01
76790,7,2021-06
76791,0,2021-01
76792,6,2022-06
76793,11,2021-04
76794,2,2021-05
76795,6,2021-01
76796,3,2021-11
76797,5,2021-12
76798,2,2021-01
76799,2,2021-07
76800,4,2021-03
76801,8,2021-05
76802,8,2021-01
76803,3,2021-05
76804,2,2021-04
76805,1,2021-04
76806,8,2021-08
76807,10,2022-03
76808,11,2021-02
76809,4,2021-03
76810,7,2022-07
76811,9,2022-11
76812,7,2021-01
76813,0,2021-04
76814,8,2021-01
76815,2,2021-04
76816,5,2022-04
76817,0,2021-01
76818,7,2021-01
76819,3,2021-05
76820,9,2021-09
76821,0,2021-11
76822,9,2021-10
76823,2,2021-12
76825,3,2021-08
76826,3,2021-07
76827,10,2021-06
76828,7,2022-09
76829,3,2021-08
76830,3,2021-02
76831,6,2021-01
76832,0,2021-11
76833,0,2021-11
